mf,name
GO:0016419,S-malonyltransferase activity
GO:0016420,malonyltransferase activity
GO:0016421,CoA carboxylase activity
GO:0016423,tRNA (guanine) methyltransferase activity
GO:0016426,tRNA (adenine) methyltransferase activity
GO:0016427,tRNA (cytosine) methyltransferase activity
GO:0016428,tRNA (cytosine-5-)-methyltransferase activity
GO:0016429,tRNA (adenine-N1-)-methyltransferase activity
GO:0016432,tRNA-uridine aminocarboxypropyltransferase activity
GO:0016433,rRNA (adenine) methyltransferase activity
GO:0016434,rRNA (cytosine) methyltransferase activity
GO:0016435,rRNA (guanine) methyltransferase activity
GO:0016436,rRNA (uridine) methyltransferase activity
GO:0016453,C-acetyltransferase activity
GO:0016454,C-palmitoyltransferase activity
GO:0016462,pyrophosphatase activity
GO:0016464,chloroplast protein-transporting ATPase activity
GO:0016491,oxidoreductase activity
GO:0016504,peptidase activator activity
GO:0016530,metallochaperone activity
GO:0016531,copper chaperone activity
GO:0016532,superoxide dismutase copper chaperone activity
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity
GO:0016597,amino acid binding
GO:0016603,glutaminyl-peptide cyclotransferase activity
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors"
GO:0016615,malate dehydrogenase activity
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0016618,hydroxypyruvate reductase activity
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
GO:0016623,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor"
GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors"
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
GO:0016629,12-oxophytodienoate reductase activity
GO:0016630,protochlorophyllide reductase activity
GO:0016631,enoyl-[acyl-carrier-protein] reductase activity
GO:0016632,"oxidoreductase activity, acting on the CH-CH group of donors, cytochrome as acceptor"
GO:0016633,galactonolactone dehydrogenase activity
GO:0016634,"oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor"
GO:0016635,"oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor"
GO:0016636,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor"
GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors"
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"
GO:0016641,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor"
GO:0016642,"oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor"
GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors"
GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"
GO:0016647,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor"
GO:0016649,"oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor"
GO:0016651,"oxidoreductase activity, acting on NAD(P)H"
GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"
GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
GO:0016661,"oxidoreductase activity, acting on other nitrogenous compounds as donors"
GO:0016663,"oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor"
GO:0016667,"oxidoreductase activity, acting on a sulfur group of donors"
GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor"
GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
GO:0016672,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor"
GO:0016673,"oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor"
GO:0016675,"oxidoreductase activity, acting on a heme group of donors"
GO:0016679,"oxidoreductase activity, acting on diphenols and related substances as donors"
GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor"
GO:0016688,L-ascorbate peroxidase activity
GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
GO:0016703,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)"
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
GO:0016706,2-oxoglutarate-dependent dioxygenase activity
GO:0016707,gibberellin 3-beta-dioxygenase activity
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
GO:0016713,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen"
GO:0016716,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen"
GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
GO:0016719,"carotene 7,8-desaturase activity"
GO:0016721,"oxidoreductase activity, acting on superoxide radicals as acceptor"
GO:0016722,"oxidoreductase activity, acting on metal ions"
GO:0016724,"oxidoreductase activity, acting on metal ions, oxygen as acceptor"
GO:0016725,"oxidoreductase activity, acting on CH or CH2 groups"
GO:0016726,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor"
GO:0016728,"oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor"
GO:0016730,"oxidoreductase activity, acting on iron-sulfur proteins as donors"
GO:0016731,"oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor"
GO:0016740,transferase activity
GO:0016741,"transferase activity, transferring one-carbon groups"
GO:0016742,"hydroxymethyl-, formyl- and related transferase activity"
GO:0016743,carboxyl- or carbamoyltransferase activity
GO:0016744,transketolase or transaldolase activity
GO:0016746,acyltransferase activity
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
GO:0016748,succinyltransferase activity
GO:0016751,S-succinyltransferase activity
GO:0016755,aminoacyltransferase activity
GO:0016756,glutathione gamma-glutamylcysteinyltransferase activity
GO:0016757,glycosyltransferase activity
GO:0016758,hexosyltransferase activity
GO:0016759,cellulose synthase activity
GO:0016760,cellulose synthase (UDP-forming) activity
GO:0016762,xyloglucan:xyloglucosyl transferase activity
GO:0016763,pentosyltransferase activity
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GO:0016767,geranylgeranyl-diphosphate geranylgeranyltransferase activity
GO:0016769,"transferase activity, transferring nitrogenous groups"
GO:0016772,"transferase activity, transferring phosphorus-containing groups"
GO:0016773,"phosphotransferase activity, alcohol group as acceptor"
GO:0016774,"phosphotransferase activity, carboxyl group as acceptor"
GO:0016775,"phosphotransferase activity, nitrogenous group as acceptor"
GO:0016776,"phosphotransferase activity, phosphate group as acceptor"
GO:0016778,diphosphotransferase activity
GO:0016779,nucleotidyltransferase activity
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups"
GO:0016781,"phosphotransferase activity, paired acceptors"
GO:0016782,"transferase activity, transferring sulphur-containing groups"
GO:0016783,sulfurtransferase activity
GO:0016787,hydrolase activity
GO:0016788,"hydrolase activity, acting on ester bonds"
GO:0016790,thiolester hydrolase activity
GO:0016791,phosphatase activity
GO:0016793,triphosphoric monoester hydrolase activity
GO:0016794,diphosphoric monoester hydrolase activity
GO:0016796,"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"
GO:0016798,"hydrolase activity, acting on glycosyl bonds"
GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds"
GO:0016801,"hydrolase activity, acting on ether bonds"
GO:0016802,trialkylsulfonium hydrolase activity
GO:0016803,ether hydrolase activity
GO:0016807,cysteine-type carboxypeptidase activity
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"
GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
GO:0016815,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles"
GO:0016817,"hydrolase activity, acting on acid anhydrides"
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
GO:0016819,"hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides"
GO:0016822,"hydrolase activity, acting on acid carbon-carbon bonds"
GO:0016823,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
GO:0016829,lyase activity
GO:0016830,carbon-carbon lyase activity
GO:0016831,carboxy-lyase activity
GO:0016832,aldehyde-lyase activity
GO:0016833,oxo-acid-lyase activity
GO:0016835,carbon-oxygen lyase activity
GO:0016836,hydro-lyase activity
GO:0016837,"carbon-oxygen lyase activity, acting on polysaccharides"
GO:0016838,"carbon-oxygen lyase activity, acting on phosphates"
GO:0016840,carbon-nitrogen lyase activity
GO:0016841,ammonia-lyase activity
GO:0016842,amidine-lyase activity
GO:0016843,amine-lyase activity
GO:0016844,strictosidine synthase activity
GO:0016846,carbon-sulfur lyase activity
GO:0016847,1-aminocyclopropane-1-carboxylate synthase activity
GO:0016849,phosphorus-oxygen lyase activity
GO:0016851,magnesium chelatase activity
GO:0016852,sirohydrochlorin cobaltochelatase activity
GO:0016853,isomerase activity
GO:0016854,racemase and epimerase activity
GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives"
GO:0016856,"racemase and epimerase activity, acting on hydroxy acids and derivatives"
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives"
GO:0016859,cis-trans isomerase activity
GO:0016860,intramolecular oxidoreductase activity
GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
GO:0016862,"intramolecular oxidoreductase activity, interconverting keto- and enol-groups"
GO:0016863,"intramolecular oxidoreductase activity, transposing C=C bonds"
GO:0016864,"intramolecular oxidoreductase activity, transposing S-S bonds"
GO:0016866,intramolecular transferase activity
GO:0016868,"intramolecular transferase activity, phosphotransferases"
GO:0016869,"intramolecular transferase activity, transferring amino groups"
GO:0016872,intramolecular lyase activity
GO:0016874,ligase activity
GO:0016875,"ligase activity, forming carbon-oxygen bonds"
GO:0016877,"ligase activity, forming carbon-sulfur bonds"
GO:0016878,acid-thiol ligase activity
GO:0016879,"ligase activity, forming carbon-nitrogen bonds"
GO:0016880,acid-ammonia (or amide) ligase activity
GO:0016881,acid-amino acid ligase activity
GO:0016882,cyclo-ligase activity
GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
GO:0016885,"ligase activity, forming carbon-carbon bonds"
GO:0016886,"ligase activity, forming phosphoric ester bonds"
GO:0016887,ATP hydrolysis activity
GO:0016888,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"
GO:0016889,"endodeoxyribonuclease activity, producing 3'-phosphomonoesters"
GO:0016891,"endoribonuclease activity, producing 5'-phosphomonoesters"
GO:0016892,"endoribonuclease activity, producing 3'-phosphomonoesters"
GO:0016893,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"
GO:0016894,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters"
GO:0016895,"exodeoxyribonuclease activity, producing 5'-phosphomonoesters"
GO:0016896,"exoribonuclease activity, producing 5'-phosphomonoesters"
GO:0016898,"oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor"
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor"
GO:0016901,"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor"
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
GO:0016920,pyroglutamyl-peptidase activity
GO:0016929,deSUMOylase activity
GO:0016971,flavin-linked sulfhydryl oxidase activity
GO:0016972,thiol oxidase activity
GO:0016984,ribulose-bisphosphate carboxylase activity
GO:0016985,"mannan endo-1,4-beta-mannosidase activity"
GO:0016987,sigma factor activity
GO:0016992,lipoate synthase activity
GO:0017005,3'-tyrosyl-DNA phosphodiesterase activity
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0017018,myosin phosphatase activity
GO:0017022,myosin binding
GO:0017025,TBP-class protein binding
GO:0017040,N-acylsphingosine amidohydrolase activity
GO:0017050,D-erythro-sphingosine kinase activity
GO:0017056,structural constituent of nuclear pore
GO:0017057,6-phosphogluconolactonase activity
GO:0017069,snRNA binding
GO:0017070,U6 snRNA binding
GO:0017076,purine nucleotide binding
GO:0017077,oxidative phosphorylation uncoupler activity
GO:0017080,sodium channel regulator activity
GO:0017095,heparan sulfate 6-O-sulfotransferase activity
GO:0017108,5'-flap endonuclease activity
GO:0017110,nucleoside diphosphate phosphatase activity
GO:0017111,ribonucleoside triphosphate phosphatase activity
GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity
GO:0017116,single-stranded DNA helicase activity
GO:0017125,deoxycytidyl transferase activity
GO:0017128,phospholipid scramblase activity
GO:0017136,NAD-dependent histone deacetylase activity
GO:0017150,tRNA dihydrouridine synthase activity
GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity
GO:0017169,CDP-alcohol phosphatidyltransferase activity
GO:0017171,serine hydrolase activity
GO:0017172,cysteine dioxygenase activity
GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0017178,diphthine-ammonia ligase activity
GO:0018024,histone-lysine N-methyltransferase activity
GO:0018025,calmodulin-lysine N-methyltransferase activity
GO:0018114,threonine racemase activity
GO:0018271,biotin-protein ligase activity
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity
GO:0018478,malonate-semialdehyde dehydrogenase (acetylating) activity
GO:0018488,aryl-aldehyde oxidase activity
GO:0018580,nitronate monooxygenase activity
GO:0018708,thiol S-methyltransferase activity
GO:0018738,S-formylglutathione hydrolase activity
GO:0018773,acetylpyruvate hydrolase activity
GO:0018812,3-hydroxyacyl-CoA dehydratase activity
GO:0018822,nitrile hydratase activity
GO:0019001,guanyl nucleotide binding
GO:0019003,GDP binding
GO:0019104,DNA N-glycosylase activity
GO:0019107,myristoyltransferase activity
GO:0019133,choline monooxygenase activity
GO:0019135,deoxyhypusine monooxygenase activity
GO:0019136,deoxynucleoside kinase activity
GO:0019137,thioglucosidase activity
GO:0019139,cytokinin dehydrogenase activity
GO:0019140,inositol 3-kinase activity
GO:0019144,ADP-sugar diphosphatase activity
GO:0019148,D-cysteine desulfhydrase activity
GO:0019150,D-ribulokinase activity
GO:0019156,isoamylase activity
GO:0019166,trans-2-enoyl-CoA reductase (NADPH) activity
GO:0019171,3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
GO:0019187,"beta-1,4-mannosyltransferase activity"
GO:0019199,transmembrane receptor protein kinase activity
GO:0019200,carbohydrate kinase activity
GO:0019202,amino acid kinase activity
GO:0019203,carbohydrate phosphatase activity
GO:0019205,nucleobase-containing compound kinase activity
GO:0019206,nucleoside kinase activity
GO:0019207,kinase regulator activity
GO:0019208,phosphatase regulator activity
GO:0019209,kinase activator activity
GO:0019210,kinase inhibitor activity
GO:0019211,phosphatase activator activity
GO:0019212,phosphatase inhibitor activity
GO:0019213,deacetylase activity
GO:0019237,centromeric DNA binding
GO:0019238,cyclohydrolase activity
GO:0019239,deaminase activity
GO:0019706,protein-cysteine S-palmitoyltransferase activity
GO:0019707,protein-cysteine S-acyltransferase activity
GO:0019776,Atg8 ligase activity
GO:0019778,Atg12 activating enzyme activity
GO:0019779,Atg8 activating enzyme activity
GO:0019781,NEDD8 activating enzyme activity
GO:0019783,ubiquitin-like protein peptidase activity
GO:0019784,deNEDDylase activity
GO:0019786,Atg8-specific peptidase activity
GO:0019787,ubiquitin-like protein transferase activity
GO:0019788,NEDD8 transferase activity
GO:0019789,SUMO transferase activity
GO:0019797,procollagen-proline 3-dioxygenase activity
GO:0019798,procollagen-proline dioxygenase activity
GO:0019808,polyamine binding
GO:0019825,oxygen binding
GO:0019829,ATPase-coupled cation transmembrane transporter activity
GO:0019840,isoprenoid binding
GO:0019842,vitamin binding
GO:0019843,rRNA binding
GO:0019871,sodium channel inhibitor activity
GO:0019887,protein kinase regulator activity
GO:0019888,protein phosphatase regulator activity
GO:0019899,enzyme binding
GO:0019900,kinase binding
GO:0019901,protein kinase binding
GO:0019902,phosphatase binding
GO:0019903,protein phosphatase binding
GO:0019904,protein domain specific binding
GO:0019905,syntaxin binding
GO:0019912,cyclin-dependent protein kinase activating kinase activity
GO:0019948,SUMO activating enzyme activity
GO:0020037,heme binding
GO:0022803,passive transmembrane transporter activity
GO:0022804,active transmembrane transporter activity
GO:0022821,solute:potassium antiporter activity
GO:0022824,transmitter-gated ion channel activity
GO:0022829,wide pore channel activity
GO:0022832,voltage-gated channel activity
GO:0022834,ligand-gated channel activity
GO:0022835,transmitter-gated channel activity
GO:0022836,gated channel activity
GO:0022839,ion gated channel activity
GO:0022840,leak channel activity
GO:0022841,potassium ion leak channel activity
GO:0022842,narrow pore channel activity
GO:0022843,voltage-gated cation channel activity
GO:0022853,active ion transmembrane transporter activity
GO:0022857,transmembrane transporter activity
GO:0022858,alanine transmembrane transporter activity
GO:0022884,macromolecule transmembrane transporter activity
GO:0022890,inorganic cation transmembrane transporter activity
GO:0030060,L-malate dehydrogenase activity
GO:0030145,manganese ion binding
GO:0030151,molybdenum ion binding
GO:0030159,signaling receptor complex adaptor activity
GO:0030170,pyridoxal phosphate binding
GO:0030171,voltage-gated proton channel activity
GO:0030234,enzyme regulator activity
GO:0030246,carbohydrate binding
GO:0030247,polysaccharide binding
GO:0030267,glyoxylate reductase (NADP+) activity
GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity
GO:0030276,clathrin binding
GO:0030291,protein serine/threonine kinase inhibitor activity
GO:0030295,protein kinase activator activity
GO:0030332,cyclin binding
GO:0030337,DNA polymerase processivity factor activity
GO:0030350,iron-responsive element binding
GO:0030366,molybdopterin synthase activity
GO:0030371,translation repressor activity
GO:0030374,nuclear receptor coactivator activity
GO:0030378,serine racemase activity
GO:0030410,nicotianamine synthase activity
GO:0030414,peptidase inhibitor activity
GO:0030515,snoRNA binding
GO:0030519,snoRNP binding
GO:0030523,dihydrolipoamide S-acyltransferase activity
GO:0030527,structural constituent of chromatin
GO:0030544,Hsp70 protein binding
GO:0030545,signaling receptor regulator activity
GO:0030546,signaling receptor activator activity
GO:0030551,cyclic nucleotide binding
GO:0030552,cAMP binding
GO:0030553,cGMP binding
GO:0030554,adenyl nucleotide binding
GO:0030570,pectate lyase activity
GO:0030572,phosphatidyltransferase activity
GO:0030580,quinone cofactor methyltransferase activity
GO:0030594,neurotransmitter receptor activity
GO:0030599,pectinesterase activity
GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
GO:0030619,U1 snRNA binding
GO:0030620,U2 snRNA binding
GO:0030621,U4 snRNA binding
GO:0030623,U5 snRNA binding
GO:0030626,U12 snRNA binding
GO:0030627,pre-mRNA 5'-splice site binding
GO:0030628,pre-mRNA 3'-splice site binding
GO:0030674,protein-macromolecule adaptor activity
GO:0030695,GTPase regulator activity
GO:0030696,tRNA (m5U54) methyltransferase activity
GO:0030732,methionine S-methyltransferase activity
GO:0030775,glucuronoxylan 4-O-methyltransferase activity
GO:0030785,[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity
GO:0030941,chloroplast targeting sequence binding
GO:0030942,endoplasmic reticulum signal peptide binding
GO:0030943,mitochondrion targeting sequence binding
GO:0030955,potassium ion binding
GO:0030975,thiamine binding
GO:0030976,thiamine pyrophosphate binding
GO:0030983,mismatched DNA binding
GO:0031071,cysteine desulfurase activity
GO:0031072,heat shock protein binding
GO:0031078,histone deacetylase activity (H3-K14 specific)
GO:0031127,"alpha-(1,2)-fucosyltransferase activity"
GO:0031176,"endo-1,4-beta-xylanase activity"
GO:0031177,phosphopantetheine binding
GO:0031210,phosphatidylcholine binding
GO:0031267,small GTPase binding
GO:0031369,translation initiation factor binding
GO:0031386,protein tag
GO:0031405,lipoic acid binding
GO:0031406,carboxylic acid binding
GO:0031418,L-ascorbic acid binding
GO:0031420,alkali metal ion binding
GO:0031490,chromatin DNA binding
GO:0031491,nucleosome binding
GO:0031492,nucleosomal DNA binding
GO:0031543,peptidyl-proline dioxygenase activity
GO:0031544,peptidyl-proline 3-dioxygenase activity
GO:0031545,peptidyl-proline 4-dioxygenase activity
GO:0031559,oxidosqualene cyclase activity
GO:0031593,polyubiquitin modification-dependent protein binding
GO:0031624,ubiquitin conjugating enzyme binding
GO:0031625,ubiquitin protein ligase binding
GO:0031683,G-protein beta/gamma-subunit complex binding
GO:0031956,medium-chain fatty acid-CoA ligase activity
GO:0032029,myosin tail binding
GO:0032036,myosin heavy chain binding
GO:0032041,NAD-dependent histone deacetylase activity (H3-K14 specific)
GO:0032050,clathrin heavy chain binding
GO:0032051,clathrin light chain binding
GO:0032131,alkylated DNA binding
GO:0032182,ubiquitin-like protein binding
GO:0032183,SUMO binding
GO:0032216,glucosaminyl-phosphatidylinositol O-acyltransferase activity
GO:0032266,phosphatidylinositol-3-phosphate binding
GO:0032296,double-stranded RNA-specific ribonuclease activity
GO:0032356,oxidized DNA binding
GO:0032357,oxidized purine DNA binding
GO:0032422,purine-rich negative regulatory element binding
GO:0032440,2-alkenal reductase [NAD(P)+] activity
GO:0032441,pheophorbide a oxygenase activity
GO:0032451,demethylase activity
GO:0032452,histone demethylase activity
GO:0032453,histone H3-methyl-lysine-4 demethylase activity
GO:0032454,histone H3-methyl-lysine-9 demethylase activity
GO:0032542,sulfiredoxin activity
GO:0032549,ribonucleoside binding
GO:0032553,ribonucleotide binding
GO:0032555,purine ribonucleotide binding
GO:0032559,adenyl ribonucleotide binding
GO:0032561,guanyl ribonucleotide binding
GO:0032934,sterol binding
GO:0032977,membrane insertase activity
GO:0033188,sphingomyelin synthase activity
GO:0033204,ribonuclease P RNA binding
GO:0033218,amide binding
GO:0033293,monocarboxylic acid binding
GO:0033328,peroxisome membrane targeting sequence binding
GO:0033549,MAP kinase phosphatase activity
GO:0033558,protein lysine deacetylase activity
GO:0033592,RNA strand annealing activity
GO:0033612,receptor serine/threonine kinase binding
GO:0033699,DNA 5'-adenosine monophosphate hydrolase activity
GO:0033728,divinyl chlorophyllide a 8-vinyl-reductase activity
GO:0033729,anthocyanidin reductase activity
GO:0033730,arogenate dehydrogenase (NADP+) activity
GO:0033731,arogenate dehydrogenase [NAD(P)+] activity
GO:0033743,peptide-methionine (R)-S-oxide reductase activity
GO:0033744,L-methionine:thioredoxin-disulfide S-oxidoreductase activity
GO:0033764,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0033765,"steroid dehydrogenase activity, acting on the CH-CH group of donors"
GO:0033819,lipoyl(octanoyl) transferase activity
GO:0033843,xyloglucan 6-xylosyltransferase activity
GO:0033857,diphosphoinositol-pentakisphosphate kinase activity
GO:0033862,UMP kinase activity
GO:0033897,ribonuclease T2 activity
GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
GO:0033926,glycopeptide alpha-N-acetylgalactosaminidase activity
GO:0033947,mannosylglycoprotein endo-beta-mannosidase activity
GO:0033971,hydroxyisourate hydrolase activity
GO:0034007,S-linalool synthase activity
GO:0034038,deoxyhypusine synthase activity
GO:0034039,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"
GO:0034057,RNA strand-exchange activity
GO:0034061,DNA polymerase activity
GO:0034062,5'-3' RNA polymerase activity
GO:0034212,peptide N-acetyltransferase activity
GO:0034237,protein kinase A regulatory subunit binding
GO:0034256,chlorophyll(ide) b reductase activity
GO:0034338,short-chain carboxylesterase activity
GO:0034353,mRNA 5'-diphosphatase activity
GO:0034386,4-aminobutyrate:2-oxoglutarate transaminase activity
GO:0034432,bis(5'-adenosyl)-pentaphosphatase activity
GO:0034450,ubiquitin-ubiquitin ligase activity
GO:0034483,heparan sulfate sulfotransferase activity
GO:0034485,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"
GO:0034511,U3 snoRNA binding
GO:0034513,box H/ACA snoRNA binding
GO:0034593,phosphatidylinositol bisphosphate phosphatase activity
GO:0034594,phosphatidylinositol trisphosphate phosphatase activity
GO:0034595,phosphatidylinositol phosphate 5-phosphatase activity
GO:0034596,phosphatidylinositol phosphate 4-phosphatase activity
GO:0034647,histone H3-tri/di/monomethyl-lysine-4 demethylase activity
GO:0034722,gamma-glutamyl-peptidase activity
GO:0034979,NAD-dependent protein deacetylase activity
GO:0034986,iron chaperone activity
GO:0035004,phosphatidylinositol 3-kinase activity
GO:0035064,methylated histone binding
GO:0035091,phosphatidylinositol binding
GO:0035173,histone kinase activity
GO:0035174,histone serine kinase activity
GO:0035184,histone threonine kinase activity
GO:0035241,protein-arginine omega-N monomethyltransferase activity
GO:0035243,protein-arginine omega-N symmetric methyltransferase activity
GO:0035250,UDP-galactosyltransferase activity
GO:0035251,UDP-glucosyltransferase activity
GO:0035252,UDP-xylosyltransferase activity
GO:0035299,inositol pentakisphosphate 2-kinase activity
GO:0035312,5'-3' exodeoxyribonuclease activity
GO:0035485,adenine/guanine mispair binding
GO:0035514,DNA demethylase activity
GO:0035515,oxidative RNA demethylase activity
GO:0035516,oxidative DNA demethylase activity
GO:0035529,NADH pyrophosphatase activity
GO:0035539,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity"
GO:0035591,signaling adaptor activity
GO:0035596,methylthiotransferase activity
GO:0035598,N6-threonylcarbomyladenosine methylthiotransferase activity
GO:0035615,clathrin adaptor activity
GO:0035639,purine ribonucleoside triphosphate binding
GO:0035671,enone reductase activity
GO:0035673,oligopeptide transmembrane transporter activity
GO:0036002,pre-mRNA binding
GO:0036009,protein-glutamine N-methyltransferase activity
GO:0036033,mediator complex binding
GO:0036080,purine nucleotide-sugar transmembrane transporter activity
GO:0036094,small molecule binding
GO:0036137,kynurenine aminotransferase activity
GO:0036310,ATP-dependent DNA/DNA annealing activity
GO:0036361,"racemase activity, acting on amino acids and derivatives"
GO:0036374,glutathione hydrolase activity
GO:0036402,proteasome-activating activity
GO:0036424,L-phosphoserine phosphatase activity
GO:0036430,CMP kinase activity
GO:0036431,dCMP kinase activity
GO:0036440,citrate synthase activity
GO:0036456,L-methionine-(S)-S-oxide reductase activity
GO:0038023,signaling receptor activity
GO:0038199,ethylene receptor activity
GO:0042030,ATPase inhibitor activity
GO:0042054,histone methyltransferase activity
GO:0042083,"5,10-methylenetetrahydrofolate-dependent methyltransferase activity"
GO:0042084,5-methyltetrahydrofolate-dependent methyltransferase activity
GO:0042085,5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity
GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity"
GO:0042134,rRNA primary transcript binding
GO:0042162,telomeric DNA binding
GO:0042171,lysophosphatidic acid acyltransferase activity
GO:0042277,peptide binding
GO:0042281,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
