gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,gene_name,start_position,end_position,strand,transcript_biotype,transcript_length,description,sig
GSBRNA2T00084710001,12.7229648127129,7.01018975149255,1.79334601485377,3.90900010005274,9.26789256151193e-05,0.0009141852819528,LK032047,BnaC04g48280D,602410,603826,1,protein_coding,741,BnaC04g48280D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FNU5],yes
GSBRNA2T00084723001,47.9094301954122,2.84903951178235,0.671729386134896,4.24135011894539,2.22179235907838e-05,0.0002617364080946,LK032047,BnaC04g48390D,641724,643805,-1,protein_coding,1369,"Ferritin-4, chloroplastic [Source:Projected from Arabidopsis thaliana (AT2G40300) UniProtKB/Swiss-Prot;Acc:Q9S756]",yes
GSBRNA2T00084729001,456.195779057302,-1.30232219920535,0.222521779939493,-5.85256058781965,4.8406181580339e-09,1.20127285200126e-07,LK032047,BnaC04g48440D,665880,671276,-1,protein_coding,3068,BnaC04g48440D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FPP9],yes
GSBRNA2T00084755001,14.4849070333883,3.95736681198424,1.45948548126806,2.71148076686992,0.0066983426897465,0.0337372806318101,LK032047,BnaC04g48620D,769265,770905,-1,protein_coding,834,BnaC04g48620D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FK90],yes
GSBRNA2T00084772001,44.1378302281227,-2.3667341593725,0.685217009546467,-3.45399213154238,0.0005523534910837,0.0042622404304387,LK032048,BnaA02g22170D,46064,46800,-1,protein_coding,498,BnaA02g22170D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FK99],yes
GSBRNA2T00084813001,67.1248235889675,-1.46464954001318,0.464275456872634,-3.15469947491751,0.001606635061759,0.0104693015844717,LK032048,BnaA02g22440D,328418,330355,-1,protein_coding,1750,BnaA02g22440D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FPW2],yes
GSBRNA2T00084824001,15.9711246965394,-4.12004446008712,1.28584261620831,-3.20415920903003,0.0013545754821694,0.0090849642481425,LK032048,BnaA02g22470D,383508,385506,-1,protein_coding,995,Xyloglucan endotransglucosylase/hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A078FKD4],yes
GSBRNA2T00084827001,754.798079632809,3.31063057160433,0.150784204288717,21.9560834453537,7.57539486008659e-107,1.7114500410015599e-103,LK032048,BnaA02g22500D,417600,420021,-1,protein_coding,1686,BnaA02g22500D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FRG0],yes
GSBRNA2T00084843001,65.6430329544647,2.93281888774176,0.580444814104211,5.052709261031,4.35586699166793e-07,7.63296554509486e-06,LK032048,BnaA02g22630D,532166,533455,-1,protein_coding,847,BnaA02g22630D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FP73],yes
GSBRNA2T00084860001,7.47356152014217,6.23994909197587,2.28923275687172,2.72578184688519,0.0064149381472865,0.0325897236650566,LK032048,BnaA02g22720D,628431,631118,-1,protein_coding,788,CASP-like protein [Source:UniProtKB/TrEMBL;Acc:A0A078FKG2],yes
GSBRNA2T00084878001,220.27326613609,-4.60439791211135,1.36403601465898,-3.37556916579103,0.0007366317360108,0.0054458610186551,LK032048,BnaA02g22840D,725741,729545,-1,protein_coding,3732,BnaA02g22840D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQ02],yes
GSBRNA2T00084880001,1374.51723660482,2.36717590653574,0.13097367674923,18.0736768279635,5.13730493034261e-73,5.6976447899267e-70,LK032048,BnaA02g22850D,746189,746825,1,protein_coding,453,BnaA02g22850D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FRK1],yes
GSBRNA2T00084921001,152.306992616562,-1.41058364057747,0.301976528383589,-4.67116980292475,2.99489230033577e-06,4.36837483089865e-05,LK032049,BnaA10g09020D,153779,158056,-1,protein_coding,2517,BnaA10g09020D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FPY9],yes
GSBRNA2T00084955001,181.375096228771,-1.59424731506356,0.264012309109679,-6.03853403820371,1.5552062457537e-09,4.19575523152277e-08,LK032049,BnaA10g08870D,295331,297172,-1,protein_coding,1687,BnaA10g08870D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQ03],yes
GSBRNA2T00084965001,94.3729237133035,2.12562622190582,0.366107558613335,5.80601566915695,6.397697724297611e-09,1.55541316653818e-07,LK032049,BnaA10g08830D,364325,366556,-1,protein_coding,1233,BnaA10g08830D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FRN3],yes
GSBRNA2T00084975001,49.0068165424049,1.72733345144084,0.574826969281115,3.00496243869884,0.0026561364843213,0.0159405154322777,LK032049,BnaA10g08770D,440056,445091,-1,protein_coding,1559,BnaA10g08770D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQ12],yes
GSBRNA2T00084982001,20.7932018783154,4.46800355420172,1.2412598979456,3.59957134005268,0.0003187421809772,0.0026659748111105,LK032049,BnaA10g08750D,498708,499630,-1,protein_coding,752,BnaA10g08750D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FPF3],yes
GSBRNA2T00085007001,60.3301680456928,-4.9379169973359,1.86145215862788,-2.65272302296276,0.007984536045497,0.0387678865245045,LK032049,BnaA10g08650D,637045,638820,-1,protein_coding,968,BnaA10g08650D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FPG4],yes
GSBRNA2T00085126001,61.0853989817853,1.30117742875731,0.497726159544308,2.61424360324682,0.0089425251514351,0.042420814299215,LK032050,BnaCnng04390D,676725,679155,1,protein_coding,1851,BnaCnng04390D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FPN5],yes
GSBRNA2T00085153001,26.7542076120734,3.99624598246902,1.12358510329993,3.55669185247489,0.0003755542404392,0.0030585357960685,LK032051,BnaC03g44080D,18334,19464,1,protein_coding,984,BnaC03g44080D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQC4],yes
GSBRNA2T00085190001,30.5357811278948,3.97897987242314,1.02682448067425,3.87503409522375,0.000106609771442,0.0010314178347646,LK032051,BnaC03g44300D,250563,251704,1,protein_coding,717,BnaC03g44300D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQC5],yes
GSBRNA2T00085203001,994.954466528691,1.73308171545626,0.15872279483956,10.9189213635514,9.36007726986099e-28,1.42028694871704e-25,LK032051,BnaC03g44340D,322141,323235,-1,protein_coding,1095,Dehydrin HIRD11 [Source:Projected from Arabidopsis thaliana (AT1G54410) UniProtKB/Swiss-Prot;Acc:Q9SLJ2],yes
GSBRNA2T00085215001,13.1045670455714,-7.33314469896326,1.77284805222802,-4.13636390876667,3.52852460844702e-05,0.0003926239923215,LK032051,BnaC03g44390D,378395,380423,1,protein_coding,852,BnaC03g44390D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FS32],yes
GSBRNA2T00085243001,109.075867546347,-1.049569473423,0.34335826322121,-3.05677650969131,0.0022373102069745,0.0138103304306055,LK032051,BnaC03g44540D,542303,543648,1,protein_coding,1169,BnaC03g44540D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FS49],yes
GSBRNA2T00085252001,459.882032300571,2.27857550504519,0.209669092443053,10.8674839886764,1.6467962817062e-27,2.4620815291126604e-25,LK032051,BnaC03g44610D,570219,573105,-1,protein_coding,1755,BnaC03g44610D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FKX8],yes
GSBRNA2T00085318001,44.593910570168,2.34427246804767,0.561091278174587,4.17805900614665,2.94007389439039e-05,0.0003339837338211,LK032052,BnaC05g00260D,131928,134698,1,protein_coding,2771,BnaC05g00260D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQM2],yes
GSBRNA2T00085320001,398.069063101533,-1.38668799593489,0.21834040628302,-6.35103698642668,2.13868274835681e-10,6.5476486210709204e-09,LK032052,BnaC05g00280D,136585,142773,-1,protein_coding,4044,BnaC05g00280D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQK5],yes
GSBRNA2T00085330001,182.587609550047,1.63562485782719,0.264810937152966,6.17657592020978,6.55067167709992e-10,1.8777463422529e-08,LK032052,BnaC05g00370D,163678,165128,-1,protein_coding,1257,BnaC05g00370D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FSA1],yes
GSBRNA2T00085341001,37.5663390209598,1.81214803455888,0.67684895734991,2.67733002301436,0.0074211496834717,0.0365449834134247,LK032052,BnaC05g00430D,202424,204117,-1,protein_coding,1114,BnaC05g00430D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQM3],yes
GSBRNA2T00085345001,643.476645414891,1.27372022082181,0.176967520677591,7.19748017006093,6.13354657984741e-13,2.61819599597e-11,LK032052,BnaC05g00460D,264336,266698,-1,protein_coding,2048,BnaC05g00460D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQN9],yes
GSBRNA2T00085355001,31.4507941924813,-3.26046970714481,0.99882574578948,-3.26430282848557,0.0010973381047902,0.0076298332445119,LK032052,BnaC05g00530D,303535,307065,-1,protein_coding,1583,BnaC05g00530D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQN0],yes
GSBRNA2T00085356001,72.7099860527075,-3.67432859146054,1.18982144140823,-3.08813445747938,0.002014173172189,0.0126740818372559,LK032052,BnaC05g00540D,309964,312031,-1,protein_coding,1364,BnaC05g00540D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FL52],yes
GSBRNA2T00085380001,156.234424128595,1.36820611133669,0.345684463830313,3.95796240356438,7.55918521495155e-05,0.0007658241802471,LK032052,BnaC05g00730D,392115,393044,-1,protein_coding,930,BnaC05g00730D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQP6],yes
GSBRNA2T00085383001,70.1271549264006,1.18576052134374,0.441632108623904,2.68495088601798,0.0072540465058427,0.0359221937660256,LK032052,BnaC05g00760D,398102,401449,1,protein_coding,1700,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A078FQR1],yes
GSBRNA2T00085394001,899.001305217311,1.75976585556583,0.159994419096402,10.9989202467463,3.8673479874679597e-28,6.03335958791709e-26,LK032052,BnaC05g00850D,433417,435083,1,protein_coding,1134,BnaC05g00850D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FPZ8],yes
GSBRNA2T00085427001,146.468064904968,2.10870948148032,0.368943028488975,5.71554228878276,1.09354720728e-08,2.56291067116183e-07,LK032052,BnaC05g01100D,588862,590067,-1,protein_coding,732,BnaC05g01100D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQ13],yes
GSBRNA2T00085431001,752.053567619588,2.33113727805599,0.166832443943098,13.9729253073285,2.28063181918534e-44,8.534739898066659e-42,LK032052,BnaC05g01140D,600183,601094,-1,protein_coding,816,BnaC05g01140D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FLB7],yes
GSBRNA2T00085446001,117.387148642797,-1.12733985382325,0.367400311343203,-3.06842378467709,0.0021519121195092,0.0133779542782249,LK032052,BnaC05g01280D,668263,673317,1,protein_coding,3906,BnaC05g01280D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQV0],yes
GSBRNA2T00085459001,9.8920076927429,-6.92805660822788,2.02372596965297,-3.4234163676893,0.0006183927721486,0.0046893760204242,LK032052,BnaC05g01380D,728006,728824,1,protein_coding,645,BnaC05g01380D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQW0],yes
GSBRNA2T00085470001,380.915553649463,1.56519868441626,0.200988293979936,7.78751166758254,6.83417314982274e-15,3.64722421667574e-13,LK032052,BnaC05g01470D,761019,763648,1,protein_coding,1582,BnaC05g01470D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FSI7],yes
GSBRNA2T00085522001,12.0953345960266,6.93604404044706,1.7856900643317,3.88423734834573,0.0001026515932345,0.0009994644111275,LK032053,BnaC06g07750D,262255,263960,1,protein_coding,831,BnaC06g07750D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQY5],yes
GSBRNA2T00085547001,155.895680347013,1.24187013592364,0.305421816786847,4.06608194852804,4.78101299622396e-05,0.0005139883887146,LK032053,BnaC06g07880D,397834,399890,1,protein_coding,1333,BnaC06g07880D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FR10],yes
GSBRNA2T00085597001,160.878503194985,1.03592718317595,0.276386546026486,3.74811002224643,0.0001781720998133,0.0016175502182635,LK032054,BnaC04g43020D,16418,18316,1,protein_coding,1347,BnaC04g43020D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQ77],yes
GSBRNA2T00085640001,78.599098944289,2.47327227699186,0.421386540877454,5.86936704680162,4.37461994572371e-09,1.09318902936993e-07,LK032054,BnaC04g42700D,239233,242333,-1,protein_coding,1548,BnaC04g42700D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FSS1],yes
GSBRNA2T00085676001,29.4233787231832,2.12577532014709,0.793472187804408,2.67907981252532,0.0073824794777981,0.0364040124102862,LK032054,BnaC04g42470D,495839,497354,1,protein_coding,291,BnaC04g42470D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FQC2],yes
GSBRNA2T00085678001,18.1825850959377,7.5225845534841,1.57654737445933,4.77155629786511,1.82807867270521e-06,2.81025632450467e-05,LK032054,BnaC04g42460D,504842,506344,1,protein_coding,357,BnaC04g42460D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FR93],yes
GSBRNA2T00085735001,702.918975249187,-1.05572978238058,0.199818179769167,-5.28345210430889,1.26772018629858e-07,2.45413086778887e-06,LK032054,BnaC04g42020D,746668,747780,1,protein_coding,782,BnaC04g42020D protein [Source:UniProtKB/TrEMBL;Acc:A0A078F7G5],yes
GSBRNA2T00085751001,114.822212162114,1.37718808607396,0.323303078840702,4.25974318281247,2.04661921320358e-05,0.0002434985866709,LK032675,BnaA08g01770D,34701,36827,-1,protein_coding,1507,Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBE8],yes
GSBRNA2T00085767001,349.27796673525,1.10515262922404,0.244959063809537,4.5115808822789,6.43462374539658e-06,8.6799118497445e-05,LK032675,BnaA08g01890D,107405,109495,1,protein_coding,1574,BnaA08g01890D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I6N4],yes
GSBRNA2T00085774001,29.0890648176875,2.32569126756839,0.773213330400981,3.00782614076545,0.0026312362160577,0.0158068522693821,LK032675,BnaA08g01950D,119859,120500,-1,protein_coding,465,BnaA08g01950D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I9R3],yes
GSBRNA2T00085822001,10.921200993283,6.78782278417138,1.86106354853591,3.64728157161068,0.0002650294447584,0.0022724952348635,LK032676,BnaCnng14020D,174206,175516,1,protein_coding,1146,BnaCnng14020D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I6R2],yes
GSBRNA2T00085827001,7.25578708809967,6.19912344860542,2.1733872837939,2.85228661032015,0.0043405944508286,0.0237676769215529,LK032677,BnaCnng14060D,37740,38561,1,protein_coding,288,BnaCnng14060D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IB88],yes
GSBRNA2T00085857001,13.0551165962139,7.04723213306831,1.7596151679414,4.00498487479678,6.20214494738507e-05,0.0006456051871084,LK032678,BnaCnng14200D,53959,57048,1,protein_coding,1452,BnaCnng14200D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBK4],yes
GSBRNA2T00085884001,7.38091846494933,-6.5056171932274,2.47920787760539,-2.62407087844164,0.0086885702028976,0.0414219690352914,LK032678,BnaCnng14300D,169079,170337,-1,protein_coding,857,BnaCnng14300D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBL2],yes
GSBRNA2T00085887001,351.982941500105,1.27008396013877,0.252162359234186,5.03677061079218,4.73451595612565e-07,8.21857537870542e-06,LK032678,BnaCnng14320D,179252,182056,-1,protein_coding,1341,BnaCnng14320D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I6U2],yes
GSBRNA2T00085888001,182.355971034255,-2.05700271505655,0.272988995315711,-7.53511222193272,4.87915033540493e-14,2.3790830640237e-12,LK032679,BnaA09g27380D,20527,24221,1,protein_coding,1080,BnaA09g27380D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I9V0],yes
GSBRNA2T00085889001,49.8226841172049,-2.86347114028,0.783578003139211,-3.65435365567718,0.0002578306745555,0.0022220137492528,LK032679,BnaA09g27390D,39020,41162,1,protein_coding,1165,BnaA09g27390D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I952],yes
GSBRNA2T00085901001,22.7721838272646,3.70628323812308,1.09203874854426,3.39391183972523,0.000689018698248,0.0051416416433568,LK032679,BnaA09g27480D,98214,99146,1,protein_coding,933,BnaA09g27480D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I9V5],yes
GSBRNA2T00085909001,20.631700541216,-7.0158011176972,1.54277408273955,-4.54752331931778,5.42809074921444e-06,7.46075050949372e-05,LK032679,BnaA09g27550D,172563,175103,-1,protein_coding,1573,BnaA09g27550D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBM7],yes
GSBRNA2T00085931001,7.26076587012747,-5.49052214974763,2.08850764495298,-2.62892126012364,0.0085656191531594,0.0409446127046133,LK032680,BnaA07g10510D,84593,88172,-1,protein_coding,1377,Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A078I6X9],yes
GSBRNA2T00085947001,8.99354268951849,6.50762480444414,1.99199168944128,3.26689355128254,0.0010873455752375,0.0075672553044969,LK032681,BnaA03g48540D,13899,14252,-1,protein_coding,354,BnaA03g48540D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBE9],yes
GSBRNA2T00085954001,108.163732132175,1.75521355594868,0.40626349381251,4.32038217236104,1.55759207951753e-05,0.0001915169507326,LK032681,BnaA03g48490D,26698,27174,-1,protein_coding,477,BnaA03g48490D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBF3],yes
GSBRNA2T00085961001,85.0553138857911,6.87790916284487,0.840143683679855,8.18658676658666,2.68738937587772e-16,1.66593561523542e-14,LK032681,BnaA03g48460D,38711,39232,-1,protein_coding,522,BnaA03g48460D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I987],yes
GSBRNA2T00085987001,64.7253819869224,1.47056707094876,0.449920731605009,3.26850257756023,0.0010811819269927,0.007527795498759,LK032681,BnaA03g48240D,146126,146821,1,protein_coding,618,BnaA03g48240D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBG9],yes
GSBRNA2T00086013001,110.784906015526,-1.37981856779443,0.435520895105295,-3.1682029112767,0.0015338442570271,0.0100713633836816,LK032682,BnaC07g42090D,52101,55058,1,protein_coding,2352,BnaC07g42090D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBI3],yes
GSBRNA2T00086024001,6.38387716235656,6.01355203507195,2.32705003712843,2.58419541441947,0.0097606474280109,0.0455086549309211,LK032682,BnaC07g42190D,90114,92311,1,protein_coding,1278,BnaC07g42190D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBJ1],yes
GSBRNA2T00086049001,14.1339686711412,3.87954901867568,1.48949676280951,2.60460386054013,0.009198053850877,0.0433729195152789,LK032683,BnaCnng14360D,124624,125032,1,protein_coding,261,BnaCnng14360D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBX2],yes
GSBRNA2T00086065001,367.685933295163,1.10133845134462,0.210831504064896,5.2237850136743,1.75302299178418e-07,3.30140936943017e-06,LK032684,BnaA03g16880D,31927,37449,1,protein_coding,4268,BnaA03g16880D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBL3],yes
GSBRNA2T00086071001,221.576068428691,1.53814688113406,0.254244454679372,6.04987386282943,1.4495928736298601e-09,3.9316903378634e-08,LK032684,BnaA03g16930D,57683,60429,1,protein_coding,2010,BnaA03g16930D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBL8],yes
GSBRNA2T00086076001,104.296403549801,-1.46662310785084,0.415660991223404,-3.5284117076615,0.0004180613846944,0.003353672594026,LK032684,BnaA03g16970D,78212,81138,-1,protein_coding,2591,BnaA03g16970D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBZ1],yes
GSBRNA2T00086094001,534.125613557297,1.01584770070756,0.206893630762445,4.9099998727073,9.10764520883993e-07,1.49223005665868e-05,LK032684,BnaA03g17110D,146972,148485,1,protein_coding,1163,BnaA03g17110D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I9F2],yes
GSBRNA2T00086172001,1132.38241964889,1.82610661485345,0.164505864199865,11.1005563463369,1.2466543302331099e-28,2.03873103190052e-26,LK039053,BnaA06g40800D,1382,2543,1,protein_coding,1003,BnaA06g40800D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JP31],yes
GSBRNA2T00086176001,21.2309733590222,-2.54360109164845,0.949995343515855,-2.67748795718808,0.0074176519068076,0.0365425091797253,LK039057,BnaCnng62870D,304,1318,1,protein_coding,501,BnaCnng62870D protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A078JUQ4],yes
GSBRNA2T00086218001,7804.58605090065,-1.13530967932349,0.141416612991322,-8.02812099164867,9.89768449530536e-16,5.7719775958808e-14,LK032685,BnaCnng14580D,181202,182001,1,protein_coding,679,BnaCnng14580D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IBQ7],yes
GSBRNA2T00086221001,1835.55403622568,1.53601490105745,0.109629756978828,14.0109304570847,1.33642487912556e-44,5.0633901367565394e-42,LK032686,BnaC02g43000D,5071,5767,1,protein_coding,697,BnaC02g43000D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I9H7],yes
GSBRNA2T00086280001,45.5756899354588,-3.80222343792706,0.708534485967396,-5.36632092471223,8.03589065543759e-08,1.62257958984124e-06,LK032687,BnaA10g03200D,23672,26562,-1,protein_coding,1704,Hexosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A078IAD8],yes
GSBRNA2T00086285001,134.290409671336,1.09098727549377,0.314463010809463,3.46936599215738,0.0005216882491673,0.0040569175817133,LK032687,BnaA10g03240D,42336,43362,-1,protein_coding,465,BnaA10g03240D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IKF0],yes
GSBRNA2T00086308001,135.19406855231,-1.16794407933549,0.358957461776665,-3.25371166141731,0.0011390783234609,0.0078717766583936,LK032687,BnaA10g03440D,164793,165412,1,protein_coding,620,BnaA10g03440D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I7G2],yes
GSBRNA2T00086311001,52.7435552570571,2.21369795231852,0.546639746598087,4.04964689467802,5.12949717197661e-05,0.000547304876672,LK032687,BnaA10g03460D,170857,173545,-1,protein_coding,1298,BnaA10g03460D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I9N7],yes
GSBRNA2T00086342001,200.235786110588,1.26305583215413,0.269155580686184,4.69266076123742,2.69674468789116e-06,3.97628061920892e-05,LK032689,BnaA01g27800D,94,2227,-1,protein_coding,1636,BnaA01g27800D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I7H7],yes
GSBRNA2T00086355001,89.4604499302752,1.36509855026804,0.418758702077183,3.25986909286111,0.0011146364682731,0.0077304898895057,LK032689,BnaA01g27900D,44621,47532,-1,protein_coding,2358,BnaA01g27900D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I7J0],yes
GSBRNA2T00086377001,1054.2387861332,1.30864018729011,0.158065858952257,8.27908187109131,1.24128577835144e-16,7.961849757482571e-15,LK032690,BnaA09g12880D,12272,15950,1,protein_coding,2123,BnaA09g12880D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IAM0],yes
GSBRNA2T00086398001,834.353245276278,1.42675873465267,0.202548382084433,7.04403915731067,1.86745627193443e-12,7.499207711107869e-11,LK032690,BnaA09g12710D,146848,148932,1,protein_coding,796,BnaA09g12710D protein [Source:UniProtKB/TrEMBL;Acc:A0A078ICD9],yes
GSBRNA2T00086414001,167.805077719359,1.02392827045546,0.29742045120948,3.44269624463141,0.0005759458215199,0.0044169121406711,LK032691,BnaAnng08150D,151525,153707,-1,protein_coding,2110,BnaAnng08150D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I9V7],yes
GSBRNA2T00086417001,161.410782305866,-1.06051328886867,0.340316191752536,-3.11625868697964,0.0018316151984642,0.0116856704833305,LK032691,BnaAnng08180D,179470,182298,-1,protein_coding,1794,BnaAnng08180D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I7N8],yes
GSBRNA2T00086442001,131.404892508583,-1.33342074292099,0.337548856714675,-3.95030442673995,7.8051853703643e-05,0.0007876071172983,LK032692,BnaA02g32860D,87713,93693,1,protein_coding,1785,BnaA02g32860D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I7R1],yes
GSBRNA2T00086456001,56.6143288186402,-2.62944097906795,0.519337677475422,-5.0630660803392,4.12566768379669e-07,7.28187508807622e-06,LK032692,BnaA02g32750D,158068,158690,-1,protein_coding,420,BnaA02g32750D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IAV0],yes
GSBRNA2T00086471001,114.581835936145,1.12463818689834,0.353885156253194,3.17797502106501,0.0014830752737132,0.0098044430760724,LK032693,BnaC09g14200D,50878,51550,-1,protein_coding,482,BnaC09g14200D protein [Source:UniProtKB/TrEMBL;Acc:A0A078ICB0],yes
GSBRNA2T00086500001,11.6409258702841,-4.23440231223046,1.60972761811855,-2.63050858081172,0.0085257217292194,0.040792258197557,LK032693,BnaC09g14040D,162707,163789,1,protein_coding,879,BnaC09g14040D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I7V9],yes
GSBRNA2T00086524001,12.8058830921832,6.03228731388708,2.09653843061071,2.87726054805964,0.0040114422820093,0.0222773095193273,LK032694,BnaC02g41980D,101354,103273,-1,protein_coding,1485,BnaC02g41980D protein [Source:UniProtKB/TrEMBL;Acc:A0A078ICT1],yes
GSBRNA2T00086538001,127.917233955718,-1.03618303421479,0.36892110411564,-2.80868462838057,0.0049744349941932,0.0265287253200552,LK032694,BnaC02g42090D,157742,160754,1,protein_coding,2101,BnaC02g42090D protein [Source:UniProtKB/TrEMBL;Acc:A0A078ICI3],yes
GSBRNA2T00086562001,144.951435721495,-3.4281534016653,0.350250909246731,-9.78770735824235,1.271460979341e-22,1.35590643844094e-20,LK039105,BnaCnng62970D,547,1981,1,protein_coding,679,BnaCnng62970D protein [Source:UniProtKB/TrEMBL;Acc:A0A078JSD8],yes
GSBRNA2T00086599001,13.3851124234144,6.10215713060204,1.69999964461594,3.58950494485582,0.0003313065467785,0.0027536950602189,LK039135,BnaAnng29990D,3515,4239,1,protein_coding,653,BnaAnng29990D protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A078JSE8],yes
GSBRNA2T00086633001,23.9439593616649,3.76620740278042,1.14533592979592,3.28829935812062,0.0010079460098539,0.0070972756152694,LK032695,BnaAnng08190D,183,2820,-1,protein_coding,910,BnaAnng08190D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IB31],yes
GSBRNA2T00086686001,324.043004013052,-1.20954332774269,0.206776202812382,-5.84952867540643,4.9296789465115605e-09,1.22238002462707e-07,LK032696,BnaA03g12280D,69961,73556,1,protein_coding,1954,BnaA03g12280D protein [Source:UniProtKB/TrEMBL;Acc:A0A078I844],yes
GSBRNA2T00086693001,336.449804518119,-1.26377303221014,0.204805005195138,-6.17061595250573,6.80244676375481e-10,1.94443509907347e-08,LK032696,BnaA03g12260D,105252,109545,-1,protein_coding,3453,BnaA03g12260D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IAB2],yes
GSBRNA2T00086698001,69.5529654436453,-2.16828430533953,0.468558680889551,-4.627561912252,3.69995642129068e-06,5.30419839582398e-05,LK032696,BnaA03g12220D,150662,154388,1,protein_coding,2537,BnaA03g12220D protein [Source:UniProtKB/TrEMBL;Acc:A0A078IB70],yes
