external_gene_name	ENTREZID	GO	GENENAME	GOTERM	Description_Ensembl	Uniprot_ID	PANTHER_Family_name	PANTHER_SF_name	Description_NCBI	ALIAS	lfc_HeatStress_SAHA	lfc_PE_SAHA	Crep1	Crep2	Crep3	Trep1	Trep2	Trep3	VMrep1	VMrep2	VMrep3	PErep1	PErep2
BnaC02g37170D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -3.68	LFC PE-SAHA :  -6.51	6.62586416288261	6.35829327867219	6.16256763510905	3.04479714941578	3.04479714941578	3.79828959677201	5.58788101000325	5.46241322235363	5.28771648870962	5.92072116739923	5.47356943188111
BnaC02g37610D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.82	LFC PE-SAHA :  6.82	3.04479714941578	3.04479714941578	3.04479714941578	5.98825062063713	5.47373417719763	4.41809076006432	3.85355218784927	3.04479714941578	3.76727529500865	4.15835430811467	4.50544428117223
BnaC02g37710D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.67	LFC PE-SAHA :  5.78	3.04479714941578	4.32304677386944	3.04479714941578	6.87302865585963	7.37827832972582	7.17976031583965	3.6744812220619	3.04479714941578	3.67208706728661	4.15835430811467	4.6913979205875
BnaC02g40730D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.67	LFC PE-SAHA :  1.14	8.68299214175883	8.59574616200317	8.15709007528019	9.91158708880423	9.38920865571072	9.48467112301829	6.96695184273476	6.65406317885976	6.98160717616586	7.98781099134589	8.43807506474641
BnaC02g41520D	NA	NA	NA	NA	BnaC02g41520D protein	A0A078I072	FAMILY REGULATORY PROTEIN, PUTATIVE (AFU_ORTHOLOGUE AFUA_3G14730)-RELATED	TRICHOTHECENE 3-O-ACETYLTRANSFERASE	NA	NA	LFC HeatStress-SAHA :  -2.04	LFC PE-SAHA :  -3	8.18915561323774	7.29556033966386	8.23977230119018	5.08660594512156	5.3346560849428	5.88516735668605	7.97776878025776	7.07719421367085	7.1364496228493	7.42931334856363	6.84982696172749
BnaC02g42090D	NA	NA	NA	NA	BnaC02g42090D protein	A0A078ICI3	LIMKAIN B  LKAP	BNAC02G42090D PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.56	LFC PE-SAHA :  -1.04	8.20233162750271	7.24370512071734	8.03890186493829	6.56991343944778	7.38679120796604	6.75463616132028	7.85360725884417	7.95286168092819	7.97339879381179	7.12916465554701	6.71646570591573
BnaC02g42380D	NA	NA	NA	NA	BnaC02g42380D protein	A0A078I8L1	LYR MOTIF PROTEIN	LYR MOTIF PROTEIN	NA	NA	LFC HeatStress-SAHA :  7.32	LFC PE-SAHA :  7.19	3.04479714941578	3.04479714941578	3.04479714941578	6.04703615122794	5.7693589619667	5.14157668702812	3.04479714941578	3.04479714941578	3.04479714941578	3.61184319933665	3.72009537967074
BnaC02g44100D	NA	NA	NA	NA	BnaC02g44100D protein	A0A078IIR4	RING FINGER DOMAIN-CONTAINING	RING-H2 FINGER PROTEIN ATL34	NA	NA	LFC HeatStress-SAHA :  3.7	LFC PE-SAHA :  3.22	4.98875899923614	5.14225720375105	3.04479714941578	6.64725285467373	6.95417622032517	7.51630688047484	3.56027631476723	3.83089400393818	3.04479714941578	4.39311949129516	4.63270133837249
BnaC02g46730D	NA	NA	NA	NA	BnaC02g46730D protein	A0A078JJT8	TPR REPEAT CONTAINING PROTEIN	HSP70-HSP90 ORGANIZING PROTEIN 3	NA	NA	LFC HeatStress-SAHA :  -1.86	LFC PE-SAHA :  -2.29	8.43218309677611	8.66129142490021	8.52442628146295	5.6877569777408	6.48234047641546	6.96968735399934	9.59919120856128	9.0720632244484	7.52459021218093	8.79373558154986	8.29307096549303
BnaC02g47130D	NA	NA	NA	NA	BnaC02g47130D protein	A0A078IVG4	SOLUTE CARRIER FAMILY 35	TPT DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.79	LFC PE-SAHA :  7.88	3.04479714941578	3.04479714941578	3.04479714941578	5.86267058034646	6.29459087968829	6.48266926697657	8.10608534189177	7.76551546012713	7.24628234632327	5.24621052737432	6.04682265068933
BnaC03g00060D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.62	LFC PE-SAHA :  1.33	7.75171528565411	8.52165748813084	8.27286999708334	9.27369249743357	9.35931135809883	9.82402911784783	6.72568520113383	6.83733320376921	6.78727671132873	7.75722560884514	8.11273814757031
BnaC03g01690D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.03	LFC PE-SAHA :  -1.27	9.26304520097054	9.10351583069779	8.41009248036579	7.66655187016688	7.7388326016242	7.89041623659636	8.89749275444385	9.09874691964486	9.01160639973423	8.66190369949689	8.50544875407006
BnaC03g01880D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  4.4	LFC PE-SAHA :  6.57	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	5.53822099559702	5.82662280328201	3.41026001838346	3.54562306975176	3.04479714941578	4.15835430811467	4.4359122367819
BnaC03g02230D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  5.49	LFC PE-SAHA :  6.97	3.04479714941578	3.04479714941578	3.04479714941578	6.07552709098972	4.85198124797079	5.4505798023972	3.41026001838346	3.04479714941578	3.04479714941578	3.04479714941578	3.72009537967074
BnaC03g04240D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.43	LFC PE-SAHA :  -1.15	9.3305628038319	9.32187651284027	9.28739304420584	8.48844884447121	8.10106837847007	8.00489277013692	10.1726444212679	9.97784740591332	9.61766785807005	9.41247266215206	8.74107428435577
BnaC03g05850D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.4	LFC PE-SAHA :  2.21	5.60132953050122	6.47606577363892	6.16256763510905	7.97317733012587	8.12666663157453	8.09885587081776	4.86140667942527	4.52978059037498	4.40732935421166	5.08167960272366	5.27356798700121
BnaC03g06400D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  4.4	LFC PE-SAHA :  7.48	3.04479714941578	3.04479714941578	3.04479714941578	6.28475563575213	5.53822099559702	5.85620433152921	3.04479714941578	3.65666953670018	3.04479714941578	3.04479714941578	4.50544428117223
BnaC03g07790D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  6.11	LFC PE-SAHA :  6.14	3.04479714941578	3.04479714941578	3.04479714941578	5.61103855243904	4.74012500826486	4.32259090777769	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.52446393442785
BnaC03g08060D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.18	LFC PE-SAHA :  1.65	7.57034486752771	8.1869557737442	7.55910134705248	9.60253227266583	9.2748913647915	9.2619525629508	6.00961452095548	6.08180889280356	5.97657627797507	6.74896944338001	6.58334525977368
BnaC03g08610D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  6.38	LFC PE-SAHA :  6.91	3.04479714941578	3.04479714941578	3.04479714941578	5.79534310209058	5.2592534338024	5.41060452239253	3.41026001838346	3.04479714941578	3.04479714941578	4.28261033607098	3.04479714941578
BnaC03g11300D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.8	LFC PE-SAHA :  5.2	3.04479714941578	4.949163317101	3.04479714941578	7.66655187016688	8.04309736109578	7.61298548332226	3.04479714941578	3.74960391636016	3.67208706728661	4.15835430811467	4.80070380288271
BnaC03g11900D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.39	LFC PE-SAHA :  4.42	3.04479714941578	4.32304677386944	3.04479714941578	5.44324592274569	5.9439722688966	6.5012799532046	3.92850955277269	3.04479714941578	3.67208706728661	4.58482290087834	4.6913979205875
BnaC03g11910D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.38	LFC PE-SAHA :  1.42	7.1611098566051	7.14818592916844	7.4818407337592	8.71943501580365	8.46838723269968	8.62194732904249	4.45388078185714	4.37557827947518	4.31908671206833	4.74873904512707	4.94816225677116
BnaC03g13040D	NA	NA	NA	NA	BnaC03g13040D protein	A0A078FIE5	CORE-2/I-BRANCHING BETA-1,6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN-RELATED	BNAA10G11330D PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.27	LFC PE-SAHA :  -1.51	8.89250526280079	7.84875584687115	7.7405738046968	7.13635944810726	5.99007861823052	7.24711592940067	8.44731605218558	7.77879330512554	7.7255393495577	7.49288683741691	7.73611706310605
BnaC03g13250D	NA	NA	NA	NA	Beta-galactosidase	A0A078FG05	BETA-GALACTOSIDASE RELATED	BETA-GALACTOSIDASE 4	NA	NA	LFC HeatStress-SAHA :  2.63	LFC PE-SAHA :  3.35	3.04479714941578	4.04733681586305	4.73109565872812	6.10344981197336	6.60478545523506	5.66837762756354	4.60623612427588	4.03210666950333	3.76727529500865	5.75445608747569	4.63270133837249
BnaC03g14850D	NA	NA	NA	NA	BnaC03g14850D protein	A0A078IU01	OS08G0543600 PROTEIN	OS08G0543600 PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.5	LFC PE-SAHA :  -1.21	9.25674756078172	8.91797571980855	9.40843222055082	7.18883777477131	8.5156389233746	8.16984742791203	9.66879372617137	9.45736936068882	9.72153568978556	8.93750368676896	8.69693009795153
BnaC03g15290D	NA	NA	NA	NA	Calcium-transporting ATPase	A0A078HJN9	CATION TRANSPORTING ATPASE	CALCIUM-TRANSPORTING ATPASE	NA	NA	LFC HeatStress-SAHA :  1.34	LFC PE-SAHA :  1.06	7.42034378242051	7.0458417301746	7.07863561547135	7.38142591157162	8.34736005328697	8.56604340836039	5.90911353405643	6.09262600220768	5.40491608056539	6.74896944338001	6.76641514380929
BnaC03g15480D	106395964	NA	NA	NA	BnaC03g15480D protein	A0A078IPE9	CYTOCHROME P450 FAMILY MEMBER	CYTOCHROME P450, FAMILY 715, SUBFAMILY A, POLYPEPTIDE 1	cytokinin hydroxylase	LOC106395964	LFC HeatStress-SAHA :  4.92	LFC PE-SAHA :  7.69	3.04479714941578	3.04479714941578	3.04479714941578	5.6877569777408	6.49823615425918	5.9413412622519	3.41026001838346	3.04479714941578	3.40885606564875	3.61184319933665	3.52446393442785
BnaC03g16960D	106387868	NA	NA	NA	BnaC03g16960D protein	A0A078GBZ7	TRANS-CINNAMATE 4-MONOOXYGENASE	TRANS-CINNAMATE 4-MONOOXYGENASE	trans-cinnamate 4-monooxygenase	LOC106387868	LFC HeatStress-SAHA :  1.29	LFC PE-SAHA :  1.87	5.75599801327528	6.91914867338398	7.7215047578827	8.18774388703901	9.04199726676293	8.91485285084358	5.69845264101464	5.2203091070704	5.11320542266844	6.46020535822099	5.5341120904724
BnaC03g17110D	106387849	GO:0006749	glutathione S-transferase F9	glutathione metabolic process	BnaC03g17110D protein	A0A078GBY1	GLUTATHIONE S-TRANSFERASE RHO	GLUTATHIONE TRANSFERASE	glutathione S-transferase F9	LOC106387849	LFC HeatStress-SAHA :  1.71	LFC PE-SAHA :  2.2	8.1144507716848	8.20736186717313	8.41009248036579	10.2953506461106	10.3948522793226	10.4821053243201	7.49268740128986	7.01105591329423	6.52100245290153	8.0594677921702	8.51274393712225
BnaC03g17110D	106387849	GO:0042221	glutathione S-transferase F9	response to chemical	BnaC03g17110D protein	A0A078GBY1	GLUTATHIONE S-TRANSFERASE RHO	GLUTATHIONE TRANSFERASE	glutathione S-transferase F9	LOC106387849	LFC HeatStress-SAHA :  1.71	LFC PE-SAHA :  2.2	8.1144507716848	8.20736186717313	8.41009248036579	10.2953506461106	10.3948522793226	10.4821053243201	7.49268740128986	7.01105591329423	6.52100245290153	8.0594677921702	8.51274393712225
BnaC03g17110D	106437571	GO:0006749	glutathione S-transferase F9	glutathione metabolic process	BnaC03g17110D protein	A0A078GBY1	GLUTATHIONE S-TRANSFERASE RHO	GLUTATHIONE TRANSFERASE	glutathione S-transferase F9	LOC106437571	LFC HeatStress-SAHA :  1.71	LFC PE-SAHA :  2.2	8.1144507716848	8.20736186717313	8.41009248036579	10.2953506461106	10.3948522793226	10.4821053243201	7.49268740128986	7.01105591329423	6.52100245290153	8.0594677921702	8.51274393712225
BnaC03g17110D	106437571	GO:0042221	glutathione S-transferase F9	response to chemical	BnaC03g17110D protein	A0A078GBY1	GLUTATHIONE S-TRANSFERASE RHO	GLUTATHIONE TRANSFERASE	glutathione S-transferase F9	LOC106437571	LFC HeatStress-SAHA :  1.71	LFC PE-SAHA :  2.2	8.1144507716848	8.20736186717313	8.41009248036579	10.2953506461106	10.3948522793226	10.4821053243201	7.49268740128986	7.01105591329423	6.52100245290153	8.0594677921702	8.51274393712225
BnaC03g17660D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.25	LFC PE-SAHA :  3.91	5.60132953050122	3.86869558320025	4.05405216982458	8.1552267517532	7.58470000321548	7.53437547547778	4.32372755123274	3.65666953670018	3.40885606564875	5.02180883357318	4.94816225677116
BnaC03g17840D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.23	LFC PE-SAHA :  -1.1	8.94828752995371	8.82424090268389	9.28415188063708	6.96629606782691	8.3775176205099	8.24847708581236	9.54160361493358	9.56365936857926	9.42153797780307	9.02237698062407	8.55222045550775
BnaC03g18140D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.48	LFC PE-SAHA :  2.77	3.04479714941578	4.87761145319652	4.64363289655905	5.7604073091748	6.95417622032517	5.59958662611737	3.56027631476723	4.08957183938526	3.04479714941578	5.19364827934413	3.72009537967074
BnaC03g18510D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.42	LFC PE-SAHA :  -1.09	7.44275553847557	7.62415698953304	7.88465741270505	5.86267058034646	6.5600963038313	7.32189694464192	8.3111839379819	8.28594020077133	8.317420182992	7.46145178066236	7.35221572236803
BnaC03g20020D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.11	LFC PE-SAHA :  -2.05	6.3437613198929	6.81616906061245	7.49313559406119	4.28588796029854	5.50636243341258	5.85620433152921	7.22058859076527	7.5107926233446	7.73631843789305	6.67751247059686	6.59723192926857
BnaC03g20160D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.36	LFC PE-SAHA :  4.22	3.62182492860105	4.72058515323672	4.05405216982458	7.2269729592155	5.59977632712092	7.54332528217178	4.45388078185714	4.41624494445414	3.92519896654318	4.74873904512707	5.50418004209895
BnaC03g20470D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.54	LFC PE-SAHA :  1.98	7.79587252557075	7.56206333244509	6.37468662624083	9.26458146336116	9.16561078940985	9.31247172126838	5.68319362957619	5.5125609017431	5.26713387264048	6.60227949639865	6.16421697421984
BnaC03g21070D	NA	NA	NA	NA	BnaC03g21070D protein	A0A078FQ65	OS05G0424000 PROTEIN-RELATED	AA_TRANS DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  2.39	LFC PE-SAHA :  2.77	5.68084573890563	5.89741442911866	5.94640614319652	8.52452829329968	8.01046464961589	8.19275441323467	4.32372755123274	3.97050607959161	4.31908671206833	4.74873904512707	5.47356943188111
BnaC03g21810D	NA	NA	NA	NA	BnaC03g21810D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.86	LFC PE-SAHA :  7.17	3.04479714941578	3.04479714941578	3.04479714941578	5.92687782640343	5.59977632712092	5.5271335276181	3.04479714941578	3.04479714941578	3.55830633970976	3.84172258378235	3.99147933683863
BnaC03g23590D	NA	NA	NA	NA	E3 ubiquitin-protein ligase	A0A078GB37	E3 UBIQUITIN PROTEIN LIGASE SIAH	RING-TYPE E3 UBIQUITIN TRANSFERASE	NA	NA	LFC HeatStress-SAHA :  -1.75	LFC PE-SAHA :  -1.26	8.53987571958766	7.89982491526112	8.40413057834784	7.27629182811584	7.28114461082631	6.85903272176225	9.29121784922596	9.42821188853737	9.40701442077322	8.34398340244359	8.14597066995709
BnaC03g26230D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.66	LFC PE-SAHA :  -2.13	7.93661371698716	7.56206333244509	7.32630190441179	4.75303539713144	6.45000440662214	5.76548973286807	7.83688553098186	8.11075932572361	7.99449458842958	7.66829467096906	7.13246649979695
BnaC03g26860D	NA	NA	NA	NA	BnaC03g26860D protein	A0A078HLP1	CYCLIN-LIKE F-BOX	FBD DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  -2.43	LFC PE-SAHA :  -2.24	6.94224930209169	7.01520469697023	6.37468662624083	3.04479714941578	5.87181445435467	4.9828145006075	7.09092029416388	7.21080525100836	7.06968895397995	6.39467173421815	5.82614864839722
BnaC03g27180D	NA	NA	NA	NA	BnaC03g27180D protein	A0A078G7T8	STEROID 21-HYDROXYLASE-RELATED	CYTOCHROME P450 81E8-LIKE	NA	NA	LFC HeatStress-SAHA :  5.29	LFC PE-SAHA :  4.78	3.04479714941578	4.04733681586305	4.44569257239603	6.37876556586935	7.56983266440734	6.87334229634133	3.56027631476723	3.04479714941578	3.04479714941578	4.28261033607098	4.4359122367819
BnaC03g27400D	106388507	NA	NA	NA	BnaC03g27400D protein	J7G1D0	EC PROTEIN HOMOLOG	METALLOTHIONEIN-LIKE PROTEIN 4A-RELATED	metallothionein-like protein 4B	LOC106388507	LFC HeatStress-SAHA :  6.39	LFC PE-SAHA :  6.75	3.04479714941578	3.04479714941578	3.04479714941578	5.82941646255754	4.68001533912974	5.4505798023972	3.04479714941578	3.04479714941578	3.04479714941578	3.61184319933665	3.04479714941578
BnaC03g28200D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.58	LFC PE-SAHA :  1.31	8.58079624269185	8.85473177208486	8.19211955260636	9.9781173003306	9.59562837458189	9.93509987312328	7.49268740128986	6.85001633187054	7.02925770593763	8.46498001420122	8.50544875407006
BnaC03g28420D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.14	LFC PE-SAHA :  -1.01	8.51897137278451	8.10231125450917	7.7215047578827	7.34722986323543	6.98820407705817	7.33226874839329	8.00196578048029	8.00179230155262	8.22357836316691	7.71344739172734	7.21550793518642
BnaC03g29830D	NA	NA	NA	NA	BnaC03g29830D protein	A0A078G7C1	LEUCYL-TRNA SYNTHETASE	LEUCINE--TRNA LIGASE, MITOCHONDRIAL-RELATED	NA	NA	LFC HeatStress-SAHA :  -2.06	LFC PE-SAHA :  -2.31	7.96008227607318	7.59344542167457	7.28788196821461	5.48718715302514	5.56934738658806	6.02156797264957	8.33041372789376	8.14446922391494	8.15832932297524	7.46145178066236	7.28548959724923
BnaC03g30580D	NA	NA	NA	NA	BnaC03g30580D protein	A0A078FY95	TIP41-LIKE PROTEIN	BNAC03G30580D PROTEIN	NA	NA	LFC HeatStress-SAHA :  -3.4	LFC PE-SAHA :  -3.93	6.52389075441626	7.44075030002411	5.84241550035593	3.04479714941578	4.6166532215884	4.32259090777769	4.7719892204417	5.80660221115434	5.2462242135604	4.82290673538765	4.6913979205875
BnaC03g30870D	106388605	GO:0042221	glutathione S-transferase F3	response to chemical	BnaC03g30870D protein	A0A078FU46	GLUTATHIONE S-TRANSFERASE RHO	GLUTATHIONE TRANSFERASE	glutathione S-transferase F3	LOC106388605	LFC HeatStress-SAHA :  4.33	LFC PE-SAHA :  2.85	7.04855828953045	6.7982598876752	6.29883081428584	9.24309583365567	9.07127572899306	9.81667970216466	4.06016227015429	4.28914700621597	3.04479714941578	6.3022867178311	5.23709135901076
BnaC03g30870D	106388605	GO:0006749	glutathione S-transferase F3	glutathione metabolic process	BnaC03g30870D protein	A0A078FU46	GLUTATHIONE S-TRANSFERASE RHO	GLUTATHIONE TRANSFERASE	glutathione S-transferase F3	LOC106388605	LFC HeatStress-SAHA :  4.33	LFC PE-SAHA :  2.85	7.04855828953045	6.7982598876752	6.29883081428584	9.24309583365567	9.07127572899306	9.81667970216466	4.06016227015429	4.28914700621597	3.04479714941578	6.3022867178311	5.23709135901076
BnaC03g32310D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -3.13	LFC PE-SAHA :  -5.98	7.22721433104396	6.91914867338398	5.91260054136137	3.04479714941578	3.04479714941578	4.09894218579496	6.08050829165445	5.83281957919648	5.80648322619344	6.39467173421815	6.46707576764277
BnaC03g32330D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  8.46	LFC PE-SAHA :  3.97	3.04479714941578	4.43668789675166	5.87795192863371	8.20054794128555	7.85982786918047	8.42327123666989	3.41026001838346	3.04479714941578	3.04479714941578	4.74873904512707	3.52446393442785
BnaC03g35030D	NA	NA	NA	NA	BnaC03g35030D protein	A0A078F0R6	RIBONUCLEASE P SUBUNIT P25	ALBA DNA/RNA-BINDING PROTEIN	NA	NA	LFC HeatStress-SAHA :  -2.2	LFC PE-SAHA :  -2.38	6.87775340747685	6.99963665960481	7.04827662859336	5.30203760858019	4.47827035429759	5.5271335276181	7.33473408998159	7.49477877818175	7.68159651298038	6.3492339157087	6.82648825323944
BnaC03g39260D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  7.45	LFC PE-SAHA :  7.41	3.04479714941578	3.04479714941578	3.04479714941578	5.82941646255754	6.41691326879154	4.9828145006075	3.41026001838346	3.04479714941578	3.04479714941578	5.24621052737432	5.16093810853386
BnaC03g39690D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.59	LFC PE-SAHA :  2.13	5.99085778479364	7.24370512071734	6.44668038720583	8.47270537009216	8.58003316053991	8.76249642224083	5.31530627450589	5.33755388612045	5.13634378998602	6.15126736004408	6.04682265068933
BnaC03g39890D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.31	LFC PE-SAHA :  -3.33	8.93256872889173	8.41459962257315	8.67063584034392	5.64993598543226	4.797346481965	6.44469875410456	8.75360071127332	8.75057074993176	9.03359363549254	8.52187026032076	8.07872059955074
BnaC03g39930D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.35	LFC PE-SAHA :  -1.77	7.71538681018807	6.52056457672668	5.80594264721054	5.7604073091748	4.797346481965	5.76548973286807	7.32995557743655	7.19600930240527	7.43914779250809	6.95920673552708	6.91763861186883
BnaC03g40350D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.3	LFC PE-SAHA :  -1.39	8.32183615307047	8.67111592744148	7.92687730536377	5.82941646255754	7.4286145736923	7.42238936036277	8.56155719224173	8.46486006323346	8.6828963694631	8.18009676124945	8.01846733348877
BnaC03g41050D	NA	NA	NA	NA	BnaC03g41050D protein	A0A078GC91	23S RRNA METHYLTRANSFERASE	RADICAL SAM SUPERFAMILY PROTEIN	NA	NA	LFC HeatStress-SAHA :  -1.96	LFC PE-SAHA :  -1.25	7.62033573074304	6.60558530976901	7.04827662859336	6.07552709098972	5.65866838420844	6.48266926697657	8.22646675744075	8.25778840180025	8.39875886447224	7.2445839964094	6.89539043165868
BnaC03g41610D	NA	NA	NA	NA	BnaC03g41610D protein	A0A078HE16	SERINE/THREONINE-PROTEIN KINASE	CALCIUM-DEPENDENT PROTEIN KINASE 33-RELATED	NA	NA	LFC HeatStress-SAHA :  1.15	LFC PE-SAHA :  1.04	8.96383681837439	8.85041521461602	8.47409533042614	9.60494047955666	9.83941278964138	9.9367957363703	8.03165112367306	8.00179230155262	7.60130924385702	8.74244025952942	8.87727961009074
BnaC03g42250D	NA	NA	NA	NA	BnaC03g42250D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.3	LFC PE-SAHA :  6.01	3.04479714941578	3.04479714941578	3.04479714941578	4.96367310756113	5.44029557839798	3.9626020594795	3.56027631476723	3.04479714941578	3.85050766058481	4.28261033607098	4.6913979205875
BnaC03g43790D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.4	LFC PE-SAHA :  1.23	9.28487286653112	9.73862575620885	9.24800987682606	10.8206313424283	10.6168374794251	10.533441895795	8.41840605058935	7.94405153530804	7.5287318039202	9.13934587751635	9.23125651662935
BnaC03g44080D	NA	NA	NA	NA	BnaC03g44080D protein	A0A078FQC4	OS09G0372900 PROTEIN-RELATED	FBA_1 DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  2.63	LFC PE-SAHA :  4	4.69585512241442	3.04479714941578	3.04479714941578	6.64725285467373	6.61937505688257	5.36939798671334	3.77001888038585	4.37557827947518	4.222478628149	5.13887609165782	5.27356798700121
BnaC03g46230D	NA	NA	NA	NA	Phosphatidylinositol/phosphatidylcholine transfer protein SFH7	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.34	LFC PE-SAHA :  2.09	4.98875899923614	5.2006669710922	5.64955382071792	6.66594821234165	6.87147919757474	7.21383360624576	4.06016227015429	4.52978059037498	4.40732935421166	5.60528709265009	5.23709135901076
BnaC03g46440D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.19	LFC PE-SAHA :  -2.07	7.38605632780274	6.78012307729623	7.0328522449943	5.57099808092287	5.13734311374534	5.59958662611737	8.07220850570657	8.26487809323315	8.20560457761598	7.29304308655841	6.75409088141655
BnaC03g51880D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  7.29	LFC PE-SAHA :  6.45	3.04479714941578	3.04479714941578	3.04479714941578	5.57099808092287	5.29749270912109	4.50574110114567	3.04479714941578	3.04479714941578	3.04479714941578	3.61184319933665	3.86821440066085
BnaC03g52380D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  7.68	LFC PE-SAHA :  4.15	3.04479714941578	3.04479714941578	4.81255769290764	6.13082714556215	7.16709482244537	6.34506471453964	3.04479714941578	3.04479714941578	3.04479714941578	4.01490366466994	3.04479714941578
BnaC03g56240D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.39	LFC PE-SAHA :  1.47	9.27867002834121	10.3049117144387	10.357438240279	11.5746248183169	11.6019904083795	11.3677896885592	8.8449927710649	8.6602872553454	8.76580869339595	9.6879218811072	9.9640345409908
BnaC03g56500D	NA	NA	NA	NA	BnaC03g56500D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  7.72	LFC PE-SAHA :  6.71	3.04479714941578	3.63128359317957	3.04479714941578	5.86267058034646	5.89628596533943	6.40568269583042	3.04479714941578	3.04479714941578	3.04479714941578	4.15835430811467	3.04479714941578
BnaC03g56950D	NA	NA	NA	NA	BnaC03g56950D protein	A0A078H7V9	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN 3, MITOCHONDRIAL	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN 3, MITOCHONDRIAL	NA	NA	LFC HeatStress-SAHA :  -1.9	LFC PE-SAHA :  -1.84	6.84437976281806	6.93561279714215	7.60145421647643	5.25141760919298	5.68718929549667	5.99533521064796	7.32995557743655	7.205890214996	7.2957670739045	6.27821440634236	6.40515992223371
